Timestamp,level,message
2005-12-04 05:04:04,error,mod_jk child workerEnv in error state 7
2005-12-04 05:04:04,error,mod_jk child workerEnv in error state 7
2005-12-04 05:04:04,error,mod_jk child workerEnv in error state 6
2005-12-04 05:04:04,error,mod_jk child workerEnv in error state 6
2025-10-09 17:23:08,error,mod_jk child workerEnv in error state 6
2005-12-04 05:12:28,error,mod_jk child workerEnv in error state 6
2005-12-04 05:12:28,error,mod_jk child workerEnv in error state 6
2005-12-04 05:12:30,error,mod_jk child workerEnv in error state 6
2005-12-04 05:15:09,error,[client 222.166.160.184] Directory index forbidden by rule: /var/www/html/
2025-10-09 17:23:08,error,mod_jk child workerEnv in error state 6
2005-12-04 06:01:30,error,mod_jk child workerEnv in error state 6
2005-12-04 06:02:02,error,mod_jk child workerEnv in error state 7
2005-12-04 06:02:07,error,mod_jk child workerEnv in error state 7
2005-12-04 06:02:07,error,mod_jk child workerEnv in error state 6
2025-10-09 17:23:08,error,mod_jk child workerEnv in error state 6
2005-12-04 06:02:07,error,mod_jk child workerEnv in error state 6
2025-10-09 17:23:08,error,mod_jk child workerEnv in error state 6
2005-12-04 06:06:12,error,mod_jk child workerEnv in error state 6
2005-12-04 06:06:26,error,mod_jk child workerEnv in error state 7
2025-10-09 17:23:08,error,mod_jk child workerEnv in error state 6
2005-12-04 06:06:26,error,mod_jk child workerEnv in error state 6
2005-12-04 06:06:26,error,mod_jk child workerEnv in error state 7
2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 6
2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 6
2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 6
2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 7
2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 7
2025-10-09 17:23:08,error,mod_jk child workerEnv in error state 6
2025-10-09 17:23:08,error,mod_jk child workerEnv in error state 6
2005-12-04 06:16:23,error,mod_jk child workerEnv in error state 7
2025-10-09 17:23:08,error,mod_jk child workerEnv in error state 6
2005-12-04 06:16:39,error,mod_jk child workerEnv in error state 6
2005-12-04 06:17:05,error,mod_jk child workerEnv in error state 6
2025-10-09 17:23:08,error,mod_jk child workerEnv in error state 6
2005-12-04 06:17:35,error,mod_jk child workerEnv in error state 6
2005-12-04 06:17:35,error,mod_jk child workerEnv in error state 7
2005-12-04 06:18:11,error,mod_jk child workerEnv in error state 7
2005-12-04 06:18:11,error,mod_jk child workerEnv in error state 6
2005-12-04 06:18:31,error,mod_jk child workerEnv in error state 6
2005-12-04 06:18:55,error,mod_jk child workerEnv in error state 6
2005-12-04 06:18:55,error,mod_jk child workerEnv in error state 7
2005-12-04 06:19:18,error,mod_jk child workerEnv in error state 6
2005-12-04 06:19:34,error,mod_jk child workerEnv in error state 6
2005-12-04 06:19:34,error,mod_jk child workerEnv in error state 7
2005-12-04 06:20:46,error,mod_jk child workerEnv in error state 6
2005-12-04 06:20:46,error,mod_jk child workerEnv in error state 7
2005-12-04 06:20:46,error,mod_jk child workerEnv in error state 8
2005-12-04 06:22:55,error,mod_jk child workerEnv in error state 6
2005-12-04 06:22:55,error,mod_jk child workerEnv in error state 6
2005-12-04 06:22:55,error,mod_jk child workerEnv in error state 6
2005-12-04 06:22:55,error,mod_jk child workerEnv in error state 7
2005-12-04 06:22:55,error,mod_jk child workerEnv in error state 8
2005-12-04 06:23:15,error,mod_jk child workerEnv in error state 6
2005-12-04 06:30:43,error,mod_jk child workerEnv in error state 6
2005-12-04 06:36:10,error,mod_jk child workerEnv in error state 6
2005-12-04 06:36:10,error,mod_jk child workerEnv in error state 6
2005-12-04 06:41:07,error,mod_jk child workerEnv in error state 6
2005-12-04 06:41:08,error,mod_jk child workerEnv in error state 6
2005-12-04 06:41:08,error,mod_jk child workerEnv in error state 6
2005-12-04 06:41:46,error,mod_jk child workerEnv in error state 6
2005-12-04 06:41:46,error,mod_jk child workerEnv in error state 6
2005-12-04 06:42:30,error,mod_jk child workerEnv in error state 6
2005-12-04 06:42:30,error,mod_jk child workerEnv in error state 6
2005-12-04 06:42:58,error,mod_jk child workerEnv in error state 6
2005-12-04 06:42:58,error,mod_jk child workerEnv in error state 6
2005-12-04 06:43:40,error,mod_jk child workerEnv in error state 6
2005-12-04 06:43:40,error,mod_jk child workerEnv in error state 6
2005-12-04 06:45:57,error,mod_jk child workerEnv in error state 7
2005-12-04 06:46:31,error,mod_jk child workerEnv in error state 8
2005-12-04 06:46:31,error,mod_jk child workerEnv in error state 7
2005-12-04 06:46:33,error,mod_jk child workerEnv in error state 8
2005-12-04 06:46:34,error,mod_jk child workerEnv in error state 10
2005-12-04 06:46:34,error,mod_jk child workerEnv in error state 8
2005-12-04 06:47:43,error,mod_jk child workerEnv in error state 6
2005-12-04 06:49:24,error,mod_jk child workerEnv in error state 8
2005-12-04 06:51:23,error,mod_jk child workerEnv in error state 7
2005-12-04 06:51:23,error,mod_jk child workerEnv in error state 6
2005-12-04 06:51:23,error,mod_jk child workerEnv in error state 8
2005-12-04 06:51:23,error,mod_jk child workerEnv in error state 6
2005-12-04 06:51:26,error,mod_jk child workerEnv in error state 9
2005-12-04 06:52:15,error,mod_jk child workerEnv in error state 6
2005-12-04 06:52:15,error,mod_jk child workerEnv in error state 6
2005-12-04 06:52:41,error,mod_jk child workerEnv in error state 9
2005-12-04 06:52:41,error,mod_jk child workerEnv in error state 6
2005-12-04 06:53:26,error,mod_jk child workerEnv in error state 6
2005-12-04 06:55:23,error,mod_jk child workerEnv in error state 6
2005-12-04 06:55:23,error,mod_jk child workerEnv in error state 8
2005-12-04 06:55:23,error,mod_jk child workerEnv in error state 9
2005-12-04 06:56:17,error,mod_jk child workerEnv in error state 6
2005-12-04 06:57:23,error,mod_jk child workerEnv in error state 6
2005-12-04 06:57:23,error,mod_jk child workerEnv in error state 6
2005-12-04 06:57:23,error,mod_jk child workerEnv in error state 9
2005-12-04 06:57:23,error,mod_jk child workerEnv in error state 8
2005-12-04 06:57:24,error,mod_jk child workerEnv in error state 9
2005-12-04 06:58:29,error,mod_jk child workerEnv in error state 6
2005-12-04 06:58:29,error,mod_jk child workerEnv in error state 6
2005-12-04 06:58:53,error,mod_jk child workerEnv in error state 6
2005-12-04 06:59:40,error,mod_jk child workerEnv in error state 6
2005-12-04 06:59:47,error,mod_jk child workerEnv in error state 8
2005-12-04 06:59:47,error,mod_jk child workerEnv in error state 7
2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 9
2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 8
2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 8
2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 6
2005-12-04 07:02:03,error,mod_jk child workerEnv in error state 6
2005-12-04 07:07:30,error,mod_jk child workerEnv in error state 9
2005-12-04 07:07:30,error,mod_jk child workerEnv in error state 10
2005-12-04 07:07:30,error,mod_jk child workerEnv in error state 8
2005-12-04 07:08:04,error,mod_jk child workerEnv in error state 7
2005-12-04 07:08:04,error,mod_jk child workerEnv in error state 6
2005-12-04 07:08:04,error,mod_jk child workerEnv in error state 7
2005-12-04 07:11:05,error,mod_jk child workerEnv in error state 6
2005-12-04 07:11:22,error,mod_jk child workerEnv in error state 6
2005-12-04 07:11:22,error,mod_jk child workerEnv in error state 6
2005-12-04 07:12:08,error,mod_jk child workerEnv in error state 6
2005-12-04 07:12:44,error,mod_jk child workerEnv in error state 6
2005-12-04 07:12:44,error,mod_jk child workerEnv in error state 6
2005-12-04 07:13:41,error,mod_jk child workerEnv in error state 6
2005-12-04 07:13:41,error,mod_jk child workerEnv in error state 6
2005-12-04 07:14:29,error,mod_jk child workerEnv in error state 7
2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 7
2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 6
2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 7
2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 8
2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 7
2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 6
2005-12-04 07:18:00,error,mod_jk child workerEnv in error state 7
2005-12-04 07:45:45,error,[client 63.13.186.196] Directory index forbidden by rule: /var/www/html/
2005-12-04 08:54:17,error,[client 147.31.138.75] Directory index forbidden by rule: /var/www/html/
2005-12-04 09:35:12,error,[client 207.203.80.15] Directory index forbidden by rule: /var/www/html/
2005-12-04 10:53:30,error,[client 218.76.139.20] Directory index forbidden by rule: /var/www/html/
2005-12-04 11:11:07,error,[client 24.147.151.74] Directory index forbidden by rule: /var/www/html/
2005-12-04 11:33:18,error,[client 211.141.93.88] Directory index forbidden by rule: /var/www/html/
2005-12-04 11:42:43,error,[client 216.127.124.16] Directory index forbidden by rule: /var/www/html/
2005-12-04 12:33:13,error,[client 208.51.151.210] Directory index forbidden by rule: /var/www/html/
2005-12-04 13:32:32,error,[client 65.68.235.27] Directory index forbidden by rule: /var/www/html/
2005-12-04 14:29:00,error,[client 4.245.93.87] Directory index forbidden by rule: /var/www/html/
2005-12-04 15:18:36,error,[client 67.154.58.130] Directory index forbidden by rule: /var/www/html/
2005-12-04 15:59:01,error,[client 24.83.37.136] Directory index forbidden by rule: /var/www/html/
2005-12-04 16:24:05,error,[client 58.225.62.140] Directory index forbidden by rule: /var/www/html/
2005-12-04 16:24:06,error,mod_jk child workerEnv in error state 6
2005-12-04 16:32:56,error,mod_jk child workerEnv in error state 6
2005-12-04 16:32:58,error,mod_jk child workerEnv in error state 7
2005-12-04 16:32:58,error,mod_jk child workerEnv in error state 6
2005-12-04 16:32:58,error,mod_jk child workerEnv in error state 6
2005-12-04 16:35:52,error,mod_jk child workerEnv in error state 6
2005-12-04 16:41:22,error,mod_jk child workerEnv in error state 6
2005-12-04 16:41:22,error,mod_jk child workerEnv in error state 6
2005-12-04 16:41:22,error,mod_jk child workerEnv in error state 6
2005-12-04 16:41:22,error,mod_jk child workerEnv in error state 6
2005-12-04 16:46:13,error,mod_jk child workerEnv in error state 6
2005-12-04 16:48:01,error,mod_jk child workerEnv in error state 8
2005-12-04 16:48:01,error,mod_jk child workerEnv in error state 7
2005-12-04 16:48:01,error,mod_jk child workerEnv in error state 6
2005-12-04 16:48:01,error,mod_jk child workerEnv in error state 6
2005-12-04 16:48:01,error,mod_jk child workerEnv in error state 6
2005-12-04 16:52:49,error,mod_jk child workerEnv in error state 6
2005-12-04 16:52:49,error,mod_jk child workerEnv in error state 7
2005-12-04 16:52:49,error,mod_jk child workerEnv in error state 7
2005-12-04 16:52:49,error,mod_jk child workerEnv in error state 8
2005-12-04 16:52:49,error,mod_jk child workerEnv in error state 6
2005-12-04 16:56:27,error,mod_jk child workerEnv in error state 6
2005-12-04 16:56:27,error,mod_jk child workerEnv in error state 7
2005-12-04 16:56:27,error,mod_jk child workerEnv in error state 6
2005-12-04 16:56:27,error,mod_jk child workerEnv in error state 6
2005-12-04 16:56:27,error,mod_jk child workerEnv in error state 6
2005-12-04 17:01:47,error,mod_jk child workerEnv in error state 6
2005-12-04 17:01:47,error,mod_jk child workerEnv in error state 6
2005-12-04 17:01:47,error,mod_jk child workerEnv in error state 6
2005-12-04 17:01:47,error,mod_jk child workerEnv in error state 6
2005-12-04 17:01:47,error,mod_jk child workerEnv in error state 6
2005-12-04 17:05:48,error,mod_jk child workerEnv in error state 6
2005-12-04 17:05:48,error,mod_jk child workerEnv in error state 6
2005-12-04 17:05:48,error,mod_jk child workerEnv in error state 6
2005-12-04 17:12:55,error,mod_jk child workerEnv in error state 6
2005-12-04 17:12:55,error,mod_jk child workerEnv in error state 7
2005-12-04 17:12:55,error,mod_jk child workerEnv in error state 7
2005-12-04 17:12:55,error,mod_jk child workerEnv in error state 7
2005-12-04 17:12:57,error,mod_jk child workerEnv in error state 7
2005-12-04 17:20:46,error,mod_jk child workerEnv in error state 7
2005-12-04 17:20:46,error,mod_jk child workerEnv in error state 6
2005-12-04 17:20:46,error,mod_jk child workerEnv in error state 6
2005-12-04 17:20:46,error,mod_jk child workerEnv in error state 7
2005-12-04 17:20:46,error,mod_jk child workerEnv in error state 6
2005-12-04 17:21:04,error,mod_jk child workerEnv in error state 8
2005-12-04 17:31:12,error,mod_jk child workerEnv in error state 6
2005-12-04 17:31:12,error,mod_jk child workerEnv in error state 6
2005-12-04 17:31:12,error,mod_jk child workerEnv in error state 8
2005-12-04 17:31:12,error,mod_jk child workerEnv in error state 9
2005-12-04 17:31:45,error,mod_jk child workerEnv in error state 6
2005-12-04 17:31:45,error,mod_jk child workerEnv in error state 6
2005-12-04 17:34:57,error,mod_jk child workerEnv in error state 6
2005-12-04 17:34:57,error,[client 61.138.216.82] Directory index forbidden by rule: /var/www/html/
2005-12-04 17:43:08,error,jk2_init() Can't find child 1566 in scoreboard
2005-12-04 17:43:08,error,jk2_init() Can't find child 1567 in scoreboard
2005-12-04 17:43:12,error,mod_jk child workerEnv in error state 9
2005-12-04 17:43:12,error,mod_jk child workerEnv in error state 8
2005-12-04 17:43:12,error,mod_jk child init 1 -2
2005-12-04 17:43:12,error,mod_jk child workerEnv in error state 7
2005-12-04 17:43:12,error,mod_jk child workerEnv in error state 9
2005-12-04 17:43:12,error,mod_jk child init 1 -2
2005-12-04 17:43:12,error,mod_jk child workerEnv in error state 6
2005-12-04 17:53:43,error,[client 218.39.132.175] Directory index forbidden by rule: /var/www/html/
2005-12-04 18:24:22,error,[client 125.30.38.52] Directory index forbidden by rule: /var/www/html/
2005-12-04 19:25:53,error,mod_jk child workerEnv in error state 6
2005-12-04 19:32:33,error,mod_jk child workerEnv in error state 6
2005-12-04 19:32:34,error,mod_jk child workerEnv in error state 6
2005-12-04 19:32:34,error,mod_jk child workerEnv in error state 7
2005-12-04 19:32:34,error,mod_jk child workerEnv in error state 6
2005-12-04 19:36:05,error,[client 61.37.222.240] Directory index forbidden by rule: /var/www/html/
2005-12-04 19:36:07,error,mod_jk child workerEnv in error state 6
2005-12-04 19:36:07,error,mod_jk child workerEnv in error state 6
2005-12-04 19:36:07,error,mod_jk child workerEnv in error state 6
2005-12-04 19:36:07,error,mod_jk child workerEnv in error state 6
2005-12-04 19:36:07,error,mod_jk child workerEnv in error state 6
2005-12-04 19:41:21,error,mod_jk child workerEnv in error state 6
2005-12-04 19:41:21,error,mod_jk child workerEnv in error state 6
2005-12-04 19:41:21,error,mod_jk child workerEnv in error state 6
2005-12-04 19:41:21,error,mod_jk child workerEnv in error state 6
2005-12-04 19:46:13,error,mod_jk child workerEnv in error state 6
2005-12-04 19:46:13,error,mod_jk child workerEnv in error state 6
2005-12-04 19:46:20,error,mod_jk child workerEnv in error state 6
2005-12-04 19:46:20,error,mod_jk child workerEnv in error state 6
2005-12-04 19:50:55,error,mod_jk child workerEnv in error state 6
2005-12-04 19:50:55,error,mod_jk child workerEnv in error state 6
2005-12-04 19:51:18,error,mod_jk child workerEnv in error state 6
2005-12-04 19:51:54,error,mod_jk child workerEnv in error state 6
2005-12-04 19:51:54,error,mod_jk child workerEnv in error state 6
2005-12-04 19:51:54,error,mod_jk child workerEnv in error state 6
2005-12-04 19:56:53,error,mod_jk child workerEnv in error state 6
2005-12-04 19:56:53,error,mod_jk child workerEnv in error state 6
2005-12-04 19:56:53,error,mod_jk child workerEnv in error state 6
2005-12-04 19:56:53,error,mod_jk child workerEnv in error state 6
2005-12-04 20:01:37,error,mod_jk child workerEnv in error state 6
2005-12-04 20:01:37,error,mod_jk child workerEnv in error state 6
2005-12-04 20:01:37,error,mod_jk child workerEnv in error state 6
2005-12-04 20:01:37,error,mod_jk child workerEnv in error state 7
2005-12-04 20:05:59,error,mod_jk child workerEnv in error state 6
2005-12-04 20:05:59,error,mod_jk child workerEnv in error state 6
2005-12-04 20:05:59,error,mod_jk child workerEnv in error state 6
2005-12-04 20:05:59,error,mod_jk child workerEnv in error state 6
2005-12-04 20:11:14,error,mod_jk child workerEnv in error state 6
2005-12-04 20:11:14,error,mod_jk child workerEnv in error state 6
2005-12-04 20:11:14,error,mod_jk child workerEnv in error state 6
2005-12-04 20:11:14,error,mod_jk child workerEnv in error state 6
2005-12-04 20:16:15,error,mod_jk child workerEnv in error state 6
2005-12-04 20:16:15,error,mod_jk child workerEnv in error state 6
2005-12-04 20:16:15,error,mod_jk child workerEnv in error state 6
2005-12-04 20:16:15,error,mod_jk child workerEnv in error state 6
2005-12-04 20:21:36,error,mod_jk child workerEnv in error state 6
2005-12-04 20:22:52,error,mod_jk child workerEnv in error state 7
2005-12-04 20:24:49,error,mod_jk child workerEnv in error state 8
2005-12-04 20:24:49,error,mod_jk child workerEnv in error state 8
2005-12-04 20:24:49,error,mod_jk child workerEnv in error state 6
2005-12-04 20:24:49,error,mod_jk child workerEnv in error state 7
2005-12-04 20:26:54,error,mod_jk child workerEnv in error state 6
2005-12-04 20:32:55,error,mod_jk child workerEnv in error state 10
2005-12-04 20:32:55,error,mod_jk child workerEnv in error state 6
2005-12-04 20:32:55,error,mod_jk child workerEnv in error state 10
2005-12-04 20:34:14,error,mod_jk child workerEnv in error state 6
2005-12-04 20:34:25,error,mod_jk child workerEnv in error state 7
2005-12-04 20:34:25,error,mod_jk child workerEnv in error state 9
2005-12-04 20:34:25,error,mod_jk child workerEnv in error state 7
2005-12-04 20:37:49,error,mod_jk child workerEnv in error state 6
2005-12-04 20:37:49,error,mod_jk child workerEnv in error state 6
2005-12-04 20:38:14,error,mod_jk child workerEnv in error state 6
2005-12-04 20:38:14,error,mod_jk child workerEnv in error state 6
2005-12-04 20:38:14,error,mod_jk child workerEnv in error state 7
2005-12-04 20:47:16,error,jk2_init() Can't find child 2082 in scoreboard
2005-12-04 20:47:16,error,mod_jk child workerEnv in error state 6
2005-12-04 20:47:16,error,mod_jk child init 1 -2
2005-12-04 20:47:16,error,mod_jk child workerEnv in error state 9
2005-12-04 20:47:17,error,jk2_init() Can't find child 2085 in scoreboard
2005-12-04 20:47:17,error,mod_jk child init 1 -2
2005-12-04 20:47:17,error,jk2_init() Can't find child 2086 in scoreboard
2005-12-04 20:47:17,error,mod_jk child init 1 -2
2005-12-04 20:47:17,error,jk2_init() Can't find child 2087 in scoreboard
2005-12-04 20:47:17,error,mod_jk child workerEnv in error state 7
2005-12-04 20:47:17,error,mod_jk child init 1 -2
2005-12-05 01:04:31,error,[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/
2005-12-05 01:30:32,error,[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/
2005-12-05 03:21:02,error,mod_jk child workerEnv in error state 6
2005-12-05 03:23:24,error,mod_jk child workerEnv in error state 6
2005-12-05 03:23:24,error,[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/
2005-12-05 03:25:46,error,mod_jk child workerEnv in error state 6
2005-12-05 03:36:57,error,mod_jk child workerEnv in error state 6
2005-12-05 03:36:57,error,mod_jk child workerEnv in error state 6
2005-12-05 03:36:57,error,mod_jk child workerEnv in error state 6
2005-12-05 03:36:57,error,mod_jk child workerEnv in error state 6
2005-12-05 03:40:55,error,mod_jk child workerEnv in error state 6
2005-12-05 03:44:50,error,[client 168.20.198.21] Directory index forbidden by rule: /var/www/html/
2005-12-05 03:44:50,error,mod_jk child workerEnv in error state 6
2005-12-05 03:47:54,error,mod_jk child workerEnv in error state 8
2005-12-05 03:47:54,error,mod_jk child workerEnv in error state 8
2005-12-05 03:47:54,error,mod_jk child workerEnv in error state 7
2005-12-05 03:47:54,error,mod_jk child workerEnv in error state 6
2005-12-05 03:50:59,error,mod_jk child workerEnv in error state 6
2005-12-05 03:50:59,error,mod_jk child workerEnv in error state 6
2005-12-05 03:50:59,error,mod_jk child workerEnv in error state 6
2005-12-05 03:50:59,error,mod_jk child workerEnv in error state 6
2005-12-05 03:56:15,error,mod_jk child workerEnv in error state 6
2005-12-05 03:56:15,error,mod_jk child workerEnv in error state 6
2005-12-05 03:56:15,error,mod_jk child workerEnv in error state 6
2005-12-05 03:56:15,error,mod_jk child workerEnv in error state 6
2005-12-05 04:01:23,error,mod_jk child workerEnv in error state 6
2005-12-05 04:01:23,error,mod_jk child workerEnv in error state 6
2005-12-05 04:01:23,error,mod_jk child workerEnv in error state 6
2005-12-05 04:01:23,error,mod_jk child workerEnv in error state 6
2005-12-05 04:06:45,error,mod_jk child workerEnv in error state 6
2005-12-05 04:06:45,error,mod_jk child workerEnv in error state 6
2005-12-05 04:14:00,error,mod_jk child workerEnv in error state 9
2005-12-05 04:14:00,error,mod_jk child workerEnv in error state 8
2005-12-05 04:14:00,error,mod_jk child workerEnv in error state 6
2005-12-05 04:14:00,error,mod_jk child workerEnv in error state 9
2005-12-05 04:14:00,error,mod_jk child workerEnv in error state 6
2005-12-05 04:14:00,error,mod_jk child workerEnv in error state 10
2005-12-05 04:14:00,error,mod_jk child workerEnv in error state 9
2005-12-05 05:06:47,error,mod_jk child workerEnv in error state 6
2005-12-05 05:06:47,error,mod_jk child workerEnv in error state 6
2005-12-05 05:06:47,error,mod_jk child workerEnv in error state 6
2005-12-05 05:15:33,error,mod_jk child workerEnv in error state 9
2005-12-05 05:15:33,error,mod_jk child workerEnv in error state 9
2005-12-05 05:15:33,error,mod_jk child workerEnv in error state 7
2005-12-05 05:15:33,error,mod_jk child workerEnv in error state 8
2005-12-05 06:35:27,error,mod_jk child workerEnv in error state 6
2005-12-05 06:36:58,error,mod_jk child workerEnv in error state 6
2005-12-05 06:36:59,error,[client 221.232.178.24] Directory index forbidden by rule: /var/www/html/
2005-12-05 07:16:03,error,mod_jk child workerEnv in error state 6
2005-12-05 07:16:03,error,mod_jk child workerEnv in error state 6
2005-12-05 07:21:09,error,mod_jk child workerEnv in error state 6
2005-12-05 07:21:09,error,mod_jk child workerEnv in error state 6
2005-12-05 07:21:09,error,mod_jk child workerEnv in error state 6
2005-12-05 07:26:00,error,mod_jk child workerEnv in error state 6
2005-12-05 07:26:00,error,mod_jk child workerEnv in error state 6
2005-12-05 07:26:00,error,mod_jk child workerEnv in error state 6
2005-12-05 07:32:06,error,mod_jk child workerEnv in error state 6
2005-12-05 07:32:06,error,mod_jk child workerEnv in error state 6
2005-12-05 07:32:06,error,mod_jk child workerEnv in error state 6
2005-12-05 07:32:06,error,mod_jk child workerEnv in error state 6
2005-12-05 07:37:58,error,mod_jk child workerEnv in error state 6
2005-12-05 07:37:58,error,mod_jk child workerEnv in error state 6
2005-12-05 07:37:58,error,mod_jk child workerEnv in error state 6
2005-12-05 07:37:58,error,mod_jk child workerEnv in error state 6
2005-12-05 07:43:16,error,mod_jk child workerEnv in error state 7
2005-12-05 07:43:16,error,mod_jk child workerEnv in error state 7
2005-12-05 07:43:16,error,mod_jk child workerEnv in error state 6
2005-12-05 07:43:19,error,mod_jk child workerEnv in error state 7
2005-12-05 07:47:22,error,mod_jk child workerEnv in error state 8
2005-12-05 07:47:23,error,mod_jk child workerEnv in error state 6
2005-12-05 07:47:40,error,mod_jk child workerEnv in error state 7
2005-12-05 07:47:40,error,mod_jk child workerEnv in error state 8
2005-12-05 07:48:55,error,mod_jk child workerEnv in error state 6
2005-12-05 07:48:55,error,mod_jk child workerEnv in error state 7
2005-12-05 07:48:56,error,mod_jk child workerEnv in error state 6
2005-12-05 07:48:56,error,mod_jk child workerEnv in error state 7
2005-12-05 07:51:23,error,mod_jk child workerEnv in error state 6
2005-12-05 07:52:02,error,mod_jk child workerEnv in error state 6
2005-12-05 07:52:02,error,mod_jk child workerEnv in error state 7
2005-12-05 07:53:01,error,mod_jk child workerEnv in error state 7
2005-12-05 07:55:08,error,mod_jk child workerEnv in error state 8
2005-12-05 07:55:08,error,mod_jk child workerEnv in error state 7
2005-12-05 07:55:08,error,mod_jk child workerEnv in error state 7
2005-12-05 07:57:02,error,jk2_init() Can't find child 5053 in scoreboard
2005-12-05 07:57:02,error,jk2_init() Can't find child 5054 in scoreboard
2005-12-05 07:57:02,error,mod_jk child workerEnv in error state 6
2005-12-05 07:57:02,error,mod_jk child workerEnv in error state 6
2005-12-05 07:57:02,error,mod_jk child workerEnv in error state 6
2005-12-05 07:57:02,error,mod_jk child workerEnv in error state 8
2005-12-05 07:57:02,error,mod_jk child workerEnv in error state 6
2005-12-05 07:57:02,error,mod_jk child init 1 -2
2005-12-05 07:57:02,error,mod_jk child init 1 -2
2005-12-05 09:09:48,error,[client 207.12.15.211] Directory index forbidden by rule: /var/www/html/
2005-12-05 09:36:14,error,mod_jk child workerEnv in error state 6
2005-12-05 09:36:14,error,mod_jk child workerEnv in error state 6
2005-12-05 09:55:21,error,mod_jk child workerEnv in error state 6
2005-12-05 10:10:33,error,mod_jk child workerEnv in error state 6
2005-12-05 10:17:51,error,mod_jk child workerEnv in error state 6
2005-12-05 10:17:51,error,mod_jk child workerEnv in error state 6
2005-12-05 10:17:51,error,mod_jk child workerEnv in error state 7
2005-12-05 10:17:51,error,mod_jk child workerEnv in error state 7
2005-12-05 10:21:13,error,mod_jk child workerEnv in error state 6
2005-12-05 10:21:13,error,mod_jk child workerEnv in error state 6
2005-12-05 10:21:13,error,mod_jk child workerEnv in error state 6
2005-12-05 10:21:13,error,mod_jk child workerEnv in error state 6
2005-12-05 10:26:31,error,mod_jk child workerEnv in error state 6
2005-12-05 10:26:31,error,mod_jk child workerEnv in error state 6
2005-12-05 10:26:31,error,mod_jk child workerEnv in error state 6
2005-12-05 10:26:31,error,mod_jk child workerEnv in error state 6
2005-12-05 10:26:36,error,mod_jk child workerEnv in error state 6
2005-12-05 10:26:39,error,[client 141.153.150.164] Directory index forbidden by rule: /var/www/html/
2005-12-05 10:28:44,error,[client 198.232.168.9] Directory index forbidden by rule: /var/www/html/
2005-12-05 10:33:44,error,mod_jk child workerEnv in error state 6
2005-12-05 10:33:44,error,mod_jk child workerEnv in error state 6
